h3_cell,hour,day_of_week,is_weekend,is_peak_hour,total_violations,aggregated_severity,mean_latitude,mean_longitude,is_hotspot
886014595bfffff,7,0,0,0,8,16.0,13.020221037499999,77.53757145,0
886014595bfffff,7,2,0,0,2,4.0,13.0205719,77.5369733,0
886014595bfffff,7,4,0,0,2,4.0,13.020110800000001,77.53768825,0
886014595bfffff,9,2,0,1,1,2.0,13.0194115,77.5390786,0
886014595bfffff,9,4,0,1,1,2.0,13.0188167,77.5366767,0
886014595bfffff,10,0,0,1,7,14.0,13.0202227,77.53765797142857,0
886014595bfffff,11,0,0,1,1,2.0,13.014805,77.5389183,0
886014595bfffff,11,1,0,1,1,2.0,13.0188566,77.5397242,0
886014595bfffff,13,2,0,0,1,6.0,13.0133383,77.53387,0
886014595dfffff,2,6,1,0,4,16.0,13.023959075,77.548820925,0
886014595dfffff,3,2,0,0,1,2.0,13.0236408,77.5493421,0
886014595dfffff,3,5,1,0,1,2.0,13.0250812,77.547404,0
886014595dfffff,3,6,1,0,8,36.0,13.0249714125,77.5465098,1
886014595dfffff,4,4,0,0,1,2.0,13.023005,77.5504782,0
886014595dfffff,4,6,1,0,2,8.0,13.02412865,77.5482391,0
886014595dfffff,6,0,0,0,2,4.0,13.02213265,77.5524561,0
886014595dfffff,7,6,1,0,2,12.0,13.024764399999999,77.54665175,0
886014595dfffff,9,6,1,1,4,20.0,13.024095275,77.548682075,1
886014595dfffff,12,3,0,1,2,4.0,13.02478335,77.547167,0
886014595dfffff,13,3,0,0,1,2.0,13.0247073,77.5470024,0
886014595dfffff,14,5,1,0,3,14.0,13.021435766666668,77.5517671,0
886014595dfffff,14,6,1,0,2,4.0,13.021515449999999,77.55183205,0
886014595dfffff,15,5,1,0,2,8.0,13.02091005,77.55185739999999,0
886014595dfffff,16,4,0,1,1,6.0,13.0215236,77.5517503,0
8860145961fffff,5,2,0,0,1,2.0,13.0522291,77.5681241,0
8860145965fffff,2,0,0,0,1,2.0,13.0636998,77.5718822,0
8860145965fffff,5,6,1,0,3,14.0,13.063572166666667,77.57207419999999,0
8860145965fffff,9,4,0,1,5,10.0,13.06469614,77.57133962,0
8860145965fffff,13,4,0,0,1,2.0,13.0654369,77.5708277,0
8860145967fffff,11,4,0,1,1,2.0,13.0590095,77.5592594,0
8860145967fffff,12,2,0,1,2,4.0,13.059860950000001,77.55919365,0
8860145969fffff,1,1,0,0,2,4.0,13.0472629,77.57159949999999,0
8860145969fffff,2,1,0,0,2,4.0,13.04720325,77.57390459999999,0
8860145969fffff,2,2,0,0,1,2.0,13.047254,77.5704123,0
8860145969fffff,2,3,0,0,4,8.0,13.047420774999999,77.5725753,0
8860145969fffff,2,5,1,0,15,34.0,13.047376993333334,77.57145735333333,1
8860145969fffff,3,1,0,0,1,3.0,13.0473067,77.5706745,0
8860145969fffff,3,2,0,0,2,4.0,13.0474598,77.5729652,0
8860145969fffff,3,3,0,0,5,10.0,13.047142,77.57382202,0
8860145969fffff,3,5,1,0,2,4.0,13.047328749999998,77.5700129,0
8860145969fffff,4,5,1,0,1,3.0,13.0472145,77.5704784,0
8860145969fffff,5,0,0,0,1,2.0,13.0470038,77.5742905,0
8860145969fffff,6,3,0,0,5,10.0,13.047327319999999,77.57171398,0
8860145969fffff,6,4,0,0,1,2.0,13.0471169,77.5685205,0
8860145969fffff,8,3,0,1,1,2.0,13.0473397,77.5701405,0
8860145969fffff,10,2,0,1,1,2.0,13.044737,77.5709248,0
8860145969fffff,11,1,0,1,1,2.0,13.0473827,77.5731569,0
8860145969fffff,11,3,0,1,2,4.0,13.0473328,77.57170225,0
886014596dfffff,2,1,0,0,10,20.0,13.05113245,77.57514531999999,1
886014596dfffff,2,2,0,0,1,2.0,13.0515304,77.574564,0
886014596dfffff,2,3,0,0,2,4.0,13.052856649999999,77.57498964999999,0
886014596dfffff,2,5,1,0,5,10.0,13.05308832,77.5752464,0
886014596dfffff,3,1,0,0,1,2.0,13.049964,77.575719,0
886014596dfffff,11,1,0,1,6,12.0,13.052730516666665,77.57547131666666,0
886014596dfffff,12,2,0,1,1,2.0,13.056915,77.5766817,0
886014596dfffff,13,4,0,0,2,4.0,13.0524801,77.57512785,0
8860145985fffff,1,1,0,0,1,2.0,13.0503663,77.4922441,0
8860145985fffff,2,1,0,0,1,13.0,13.0506747,77.4921746,0
8860145985fffff,2,4,0,0,1,2.0,13.0516997,77.4938874,0
8860145985fffff,3,6,1,0,2,4.0,13.0520271,77.48741905,0
8860145985fffff,4,3,0,0,2,24.0,13.05195355,77.48891145,1
8860145985fffff,8,5,1,1,2,12.0,13.0508653,77.49103360000001,0
8860145985fffff,10,6,1,1,1,2.0,13.0503415,77.4926002,0
8860145985fffff,11,5,1,1,1,2.0,13.0516156,77.4900881,0
8860145985fffff,12,2,0,1,1,2.0,13.0510729,77.4922441,0
8860145985fffff,12,6,1,1,3,6.0,13.051352799999998,77.4934583,0
8860145985fffff,13,0,0,0,1,2.0,13.0509644,77.492008,0
8860145987fffff,2,3,0,0,1,2.0,13.0538151,77.4832824,0
8860145987fffff,3,4,0,0,2,4.0,13.0533476,77.4850741,0
8860145987fffff,4,6,1,0,1,2.0,13.052542,77.4861502,0
8860145987fffff,5,2,0,0,1,2.0,13.0528714,77.4853119,0
8860145987fffff,10,5,1,1,1,6.0,13.0530506,77.485492,0
886014598dfffff,1,1,0,0,3,12.0,13.0498635,77.49533430000001,0
886014598dfffff,1,2,0,0,3,6.0,13.050295166666666,77.49463183333334,0
886014598dfffff,1,3,0,0,2,4.0,13.05019965,77.49477730000001,0
886014598dfffff,1,4,0,0,2,12.0,13.0489425,77.49698355000001,0
886014598dfffff,2,0,0,0,2,12.0,13.0488791,77.49700519999999,0
886014598dfffff,2,1,0,0,1,2.0,13.0501224,77.494857,0
886014598dfffff,2,2,0,0,1,2.0,13.0502358,77.4940353,0
886014598dfffff,2,5,1,0,1,2.0,13.050234,77.4947636,0
886014598dfffff,2,6,1,0,1,6.0,13.0489032,77.4970049,0
886014598dfffff,3,1,0,0,4,8.0,13.050229575,77.494621025,0
886014598dfffff,3,2,0,0,1,2.0,13.0502347,77.4940451,0
886014598dfffff,3,3,0,0,1,2.0,13.050202,77.4947487,0
886014598dfffff,3,4,0,0,1,2.0,13.0504017,77.4946353,0
886014598dfffff,3,5,1,0,1,2.0,13.0502384,77.4944187,0
886014598dfffff,4,1,0,0,1,2.0,13.050227,77.4940213,0
886014598dfffff,4,4,0,0,1,2.0,13.0503113,77.4941074,0
886014598dfffff,4,5,1,0,1,8.0,13.0489833,77.4969753,0
886014598dfffff,5,2,0,0,1,2.0,13.0490382,77.4971491,0
886014598dfffff,6,3,0,0,6,12.0,13.048912030000002,77.49800220333333,0
886014598dfffff,8,2,0,1,1,2.0,13.0489112,77.496856,0
886014598dfffff,10,0,0,1,1,6.0,13.048909,77.4970035,0
886014598dfffff,10,2,0,1,2,14.0,13.0488775,77.49696645,0
886014598dfffff,10,4,0,1,1,2.0,13.0506536,77.4951885,0
886014598dfffff,10,5,1,1,4,16.0,13.049075325,77.4968932,0
886014598dfffff,11,2,0,1,7,22.0,13.049311628571429,77.49681842857142,1
886014598dfffff,11,3,0,1,1,2.0,13.0493355,77.4961859,0
886014598dfffff,11,4,0,1,2,4.0,13.0501851,77.4947422,0
886014598dfffff,11,6,1,1,2,12.0,13.0494025,77.4961062,0
886014598dfffff,12,3,0,1,2,4.0,13.050212250000001,77.49472750000001,0
886014598dfffff,12,6,1,1,1,2.0,13.0502251,77.4940094,0
88601459b1fffff,2,2,0,0,1,2.0,13.0575938,77.4717962,0
88601459b1fffff,2,3,0,0,3,6.0,13.057611366666668,77.47058836666666,0
88601459b1fffff,2,6,1,0,1,2.0,13.0584773,77.4663144,0
88601459b1fffff,3,3,0,0,3,6.0,13.058903566666666,77.46640810000001,0
88601459b1fffff,3,4,0,0,2,4.0,13.058541949999999,77.4665109,0
88601459b1fffff,3,6,1,0,1,2.0,13.0594098,77.4666072,0
88601459b1fffff,4,4,0,0,1,2.0,13.0583428,77.4665007,0
88601459b1fffff,4,6,1,0,1,2.0,13.0584103,77.4663041,0
88601459b1fffff,5,1,0,0,1,2.0,13.0583187,77.4664467,0
88601459b1fffff,5,2,0,0,1,2.0,13.0584274,77.4665832,0
88601459b1fffff,6,1,0,0,1,2.0,13.0586993,77.4658013,0
88601459b1fffff,8,2,0,1,5,10.0,13.0587131,77.46654392,0
88601459b1fffff,11,3,0,1,1,2.0,13.0589001,77.4658265,0
88601459b1fffff,11,5,1,1,1,6.0,13.0584623,77.4663701,0
88601459b1fffff,13,3,0,0,1,2.0,13.0584979,77.4663322,0
88601459b3fffff,2,6,1,0,3,6.0,13.060706699999999,77.46146046666667,0
88601459b3fffff,3,0,0,0,6,12.0,13.060529116666666,77.46169183333333,0
88601459b3fffff,3,6,1,0,1,2.0,13.0589449,77.465357,0
88601459b3fffff,4,6,1,0,2,4.0,13.0609196,77.4609302,0
88601459b3fffff,5,1,0,0,1,2.0,13.0607351,77.4612929,0
88601459b3fffff,5,6,1,0,7,14.0,13.060937871428573,77.46100452857142,0
88601459b9fffff,8,5,1,1,1,2.0,13.0570543,77.4739534,0
88601459b9fffff,11,3,0,1,2,4.0,13.0571307,77.4714267,0
88601459bdfffff,10,5,1,1,1,2.0,13.0581289,77.4754712,0
88601459bdfffff,12,3,0,1,1,2.0,13.058399,77.4755391,0
88601459c1fffff,2,2,0,0,2,12.0,13.0314637,77.50381725,0
88601459c1fffff,2,5,1,0,1,4.0,13.031589,77.5037352,0
88601459c5fffff,2,5,1,0,2,4.0,13.03639295,77.5043043,0
88601459c5fffff,4,6,1,0,1,6.0,13.037117,77.5043128,0
88601459c5fffff,5,5,1,0,2,4.0,13.0373658,77.5043617,0
88601459c5fffff,6,6,1,0,1,2.0,13.0367958,77.5044814,0
88601459c5fffff,12,5,1,1,1,2.0,13.0420384,77.5051426,0
88601459c5fffff,13,2,0,0,1,6.0,13.0369347,77.5102354,0
88601459c9fffff,6,4,0,0,1,2.0,13.025292,77.5111684,0
88601459c9fffff,10,1,0,1,2,4.0,13.0251727,77.5110947,0
88601459cdfffff,2,2,0,0,1,2.0,13.0314068,77.5128723,0
88601459cdfffff,9,3,0,1,1,6.0,13.0336973,77.5126741,0
88601459d9fffff,11,0,0,1,1,2.0,13.013665,77.4886483,0
88601459d9fffff,11,4,0,1,4,8.0,13.015288025,77.4864283,0
88601459d9fffff,12,4,0,1,1,2.0,13.0154999,77.4846445,0
88601459e1fffff,2,1,0,0,3,6.0,13.0541295,77.50725406666668,0
88601459e1fffff,2,3,0,0,1,2.0,13.0539111,77.5078465,0
88601459e1fffff,2,4,0,0,1,2.0,13.0551091,77.5076709,0
88601459e1fffff,2,5,1,0,2,4.0,13.0560555,77.5074635,0
88601459e1fffff,3,1,0,0,1,2.0,13.0549104,77.5077185,0
88601459e1fffff,3,3,0,0,1,2.0,13.0551202,77.5078131,0
88601459e1fffff,3,5,1,0,1,2.0,13.0544368,77.5075646,0
88601459e1fffff,3,6,1,0,2,4.0,13.0548781,77.5074468,0
88601459e1fffff,4,2,0,0,3,6.0,13.055481666666667,77.50751693333332,0
88601459e1fffff,5,1,0,0,1,2.0,13.0503095,77.5078854,0
88601459e1fffff,5,5,1,0,2,4.0,13.05757715,77.50713055,0
88601459e1fffff,6,4,0,0,1,2.0,13.0549304,77.5075622,0
88601459e1fffff,6,5,1,0,1,2.0,13.0544059,77.5077428,0
88601459e1fffff,10,0,0,1,1,2.0,13.0556023,77.5075747,0
88601459e1fffff,10,1,0,1,2,4.0,13.0549407,77.50763090000001,0
88601459e1fffff,10,2,0,1,4,8.0,13.0550016,77.507605375,0
88601459e1fffff,10,3,0,1,3,6.0,13.055219799999998,77.50761783333333,0
88601459e1fffff,10,5,1,1,4,8.0,13.0543935,77.5076659,0
88601459e1fffff,11,0,0,1,1,2.0,13.0498364,77.5076185,0
88601459e1fffff,11,3,0,1,6,12.0,13.053318599999999,77.50765776666667,0
88601459e1fffff,11,4,0,1,1,2.0,13.0528321,77.5078633,0
88601459e1fffff,11,6,1,1,1,2.0,13.0542523,77.5077477,0
88601459e1fffff,12,2,0,1,2,4.0,13.0549338,77.50761685,0
88601459e1fffff,12,3,0,1,1,2.0,13.049707,77.5076104,0
88601459e1fffff,12,6,1,1,3,6.0,13.053594733333334,77.50770873333333,0
88601459e1fffff,13,0,0,0,2,4.0,13.0498364,77.5076185,0
88601459e1fffff,13,1,0,0,1,2.0,13.0509188,77.5078423,0
88601459e1fffff,13,2,0,0,1,2.0,13.0548095,77.5076431,0
88601459e1fffff,13,3,0,0,5,10.0,13.050823560000001,77.5075808,0
88601459e1fffff,13,6,1,0,7,14.0,13.052245257142857,77.50771487142858,0
88601459e7fffff,3,3,0,0,1,2.0,13.059943,77.5069974,0
88601459e7fffff,10,0,0,1,1,2.0,13.0599233,77.506985,0
88601459e7fffff,10,2,0,1,1,2.0,13.060008,77.5069086,0
88601459e7fffff,10,3,0,1,1,2.0,13.0598805,77.5069901,0
88601459e7fffff,10,6,1,1,2,4.0,13.059772,77.5068181,0
88601459e7fffff,11,2,0,1,1,2.0,13.0599547,77.5070025,0
88601459e7fffff,11,4,0,1,2,4.0,13.060489350000001,77.5024964,0
88601459e7fffff,15,1,0,0,1,2.0,13.0599712,77.5068275,0
88601459e9fffff,2,2,0,0,1,3.0,13.0451767,77.5074092,0
88601459e9fffff,2,3,0,0,2,4.0,13.0455463,77.5076046,0
88601459e9fffff,2,4,0,0,1,2.0,13.0454354,77.5080054,0
88601459e9fffff,2,6,1,0,3,6.0,13.045460333333333,77.50823663333334,0
88601459e9fffff,3,4,0,0,1,6.0,13.0434453,77.5116733,0
88601459e9fffff,4,2,0,0,1,2.0,13.0455244,77.5074411,0
88601459e9fffff,4,6,1,0,1,6.0,13.0454502,77.5074087,0
88601459e9fffff,5,2,0,0,6,12.0,13.045298966666666,77.50836041666666,0
88601459e9fffff,5,3,0,0,4,8.0,13.04540365,77.5078502,0
88601459e9fffff,5,4,0,0,1,2.0,13.0452351,77.5082855,0
88601459e9fffff,6,0,0,0,1,2.0,13.0455618,77.5075626,0
88601459e9fffff,6,1,0,0,1,2.0,13.0455322,77.5076632,0
88601459e9fffff,6,2,0,0,1,2.0,13.0454309,77.507907,0
88601459e9fffff,6,3,0,0,3,6.0,13.044361066666667,77.50996166666665,0
88601459e9fffff,6,4,0,0,1,2.0,13.0451937,77.5084447,0
88601459e9fffff,6,5,1,0,2,4.0,13.04437355,77.51089744999999,0
88601459e9fffff,6,6,1,0,3,6.0,13.045634900000001,77.5074227,0
88601459e9fffff,7,1,0,0,2,4.0,13.04554035,77.5075027,0
88601459e9fffff,7,3,0,0,2,4.0,13.0454385,77.50804355,0
88601459e9fffff,7,5,1,0,5,10.0,13.045511099999999,77.50765536,0
88601459e9fffff,8,6,1,1,1,2.0,13.0426555,77.5140895,0
88601459e9fffff,9,3,0,1,2,4.0,13.0441501,77.51027355,0
88601459e9fffff,9,6,1,1,4,8.0,13.045122275,77.50762695,0
88601459e9fffff,11,1,0,1,1,2.0,13.0457744,77.507341,0
88601459e9fffff,12,0,0,1,2,4.0,13.0455444,77.5073136,0
88601459e9fffff,15,1,0,0,1,10.0,13.045734,77.5073493,0
88601459ebfffff,1,6,1,0,2,5.0,13.046368900000001,77.50401679999999,0
88601459ebfffff,2,3,0,0,18,41.0,13.047145783333333,77.50128941111112,1
88601459ebfffff,2,4,0,0,2,4.0,13.04554785,77.50584685000001,0
88601459ebfffff,2,5,1,0,2,4.0,13.045321699999999,77.50557384999999,0
88601459ebfffff,3,3,0,0,26,52.0,13.047028003846153,77.50090653076923,1
88601459ebfffff,4,0,0,0,4,8.0,13.045525725,77.506477175,0
88601459ebfffff,4,3,0,0,34,68.0,13.046986805882353,77.50135333235295,1
88601459ebfffff,5,1,0,0,1,2.0,13.0453637,77.5072902,0
88601459ebfffff,5,3,0,0,1,2.0,13.0452064,77.5065476,0
88601459ebfffff,5,4,0,0,1,2.0,13.0451692,77.5070038,0
88601459ebfffff,5,5,1,0,4,8.0,13.04569625,77.50533435,0
88601459ebfffff,6,0,0,0,4,8.0,13.045400575,77.50561275,0
88601459ebfffff,6,3,0,0,1,2.0,13.0455401,77.5065584,0
88601459ebfffff,6,5,1,0,1,2.0,13.0467041,77.5039895,0
88601459ebfffff,6,6,1,0,3,6.0,13.045301199999999,77.50668546666667,0
88601459ebfffff,7,2,0,0,2,4.0,13.04557635,77.50624725,0
88601459ebfffff,7,4,0,0,1,2.0,13.0455497,77.5067948,0
88601459ebfffff,8,1,0,1,4,8.0,13.04513905,77.50711995,0
88601459ebfffff,8,3,0,1,1,2.0,13.0453602,77.5066892,0
88601459ebfffff,9,1,0,1,1,4.0,13.0479442,77.4990619,0
88601459ebfffff,9,3,0,1,1,2.0,13.045323,77.5072455,0
88601459ebfffff,9,4,0,1,7,18.0,13.046843985714286,77.50175425714285,0
88601459ebfffff,9,6,1,1,1,2.0,13.0457726,77.5070967,0
88601459ebfffff,10,0,0,1,1,2.0,13.0452576,77.5071371,0
88601459ebfffff,10,2,0,1,1,2.0,13.0455307,77.5058185,0
88601459ebfffff,10,3,0,1,1,2.0,13.0451994,77.5071329,0
88601459ebfffff,10,5,1,1,2,4.0,13.0454031,77.5052137,0
88601459ebfffff,11,0,0,1,1,2.0,13.0451061,77.507041,0
88601459ebfffff,11,1,0,1,9,18.0,13.046826055555556,77.50212685555556,0
88601459ebfffff,11,2,0,1,4,28.0,13.046078125,77.50291552499999,1
88601459ebfffff,11,3,0,1,1,2.0,13.0474183,77.5032783,0
88601459ebfffff,11,4,0,1,1,2.0,13.0458918,77.5066505,0
88601459ebfffff,11,5,1,1,1,2.0,13.04583,77.5051383,0
88601459ebfffff,12,3,0,1,1,2.0,13.0450636,77.5070701,0
88601459ebfffff,12,4,0,1,1,2.0,13.0451945,77.5069735,0
88601459ebfffff,12,5,1,1,3,6.0,13.0454393,77.50551086666667,0
88601459ebfffff,12,6,1,1,1,2.0,13.0455257,77.5059381,0
88601459ebfffff,13,3,0,0,1,2.0,13.0457438,77.5072272,0
88601459edfffff,3,5,1,0,5,10.0,13.050845559999999,77.51525534,0
88601459edfffff,11,3,0,1,4,8.0,13.0503565,77.51575145,0
88601459edfffff,12,4,0,1,2,4.0,13.051234749999999,77.5145557,0
8860145a01fffff,8,3,0,1,1,8.0,12.942731,77.5466261,0
8860145a03fffff,1,6,1,0,1,2.0,12.9435233,77.5388183,0
8860145a03fffff,2,4,0,0,2,4.0,12.940843050000002,77.53360165000001,0
8860145a03fffff,2,6,1,0,1,2.0,12.9380483,77.5326911,0
8860145a03fffff,4,4,0,0,1,2.0,12.9376467,77.5328317,0
8860145a03fffff,8,0,0,1,2,8.0,12.94251165,77.5310376,0
8860145a03fffff,8,6,1,1,2,4.0,12.939186750000001,77.5313857,0
8860145a03fffff,10,3,0,1,5,10.0,12.93850016,77.5338819,0
8860145a03fffff,10,5,1,1,1,2.0,12.9385217,77.53349,0
8860145a03fffff,11,0,0,1,1,2.0,12.9379998,77.5330489,0
8860145a03fffff,12,2,0,1,1,2.0,12.9429791,77.5371404,0
8860145a03fffff,13,4,0,0,1,2.0,12.9383205,77.5335655,0
8860145a07fffff,0,1,0,0,5,30.0,12.95112666,77.53924930000001,1
8860145a07fffff,0,4,0,0,2,12.0,12.9516463,77.53995585,0
8860145a07fffff,0,5,1,0,10,56.0,12.952101200000001,77.54052653,1
8860145a07fffff,0,6,1,0,8,32.0,12.951358778137207,77.53957729,1
8860145a07fffff,1,0,0,0,1,2.0,12.9520598,77.5406346,0
8860145a07fffff,1,1,0,0,10,61.0,12.95076832,77.53832534,1
8860145a07fffff,1,2,0,0,1,6.0,12.952122,77.5407755,0
8860145a07fffff,1,4,0,0,1,2.0,12.9525434,77.5413875,0
8860145a07fffff,1,5,1,0,1,2.0,12.9524047,77.5411205,0
8860145a07fffff,1,6,1,0,19,42.0,12.951906073684212,77.54034384736842,1
8860145a07fffff,2,2,0,0,2,12.0,12.952118800000001,77.540794,0
8860145a07fffff,2,3,0,0,2,4.0,12.94878135,77.5358929,0
8860145a07fffff,2,4,0,0,2,8.0,12.9511367,77.53801815,0
8860145a07fffff,2,5,1,0,9,26.0,12.951677755555556,77.54005293333334,1
8860145a07fffff,2,6,1,0,9,22.0,12.95213208888889,77.54060132222223,1
8860145a07fffff,3,0,0,0,5,10.0,12.95230132,77.54094184,0
8860145a07fffff,3,1,0,0,1,2.0,12.9524347,77.5414035,0
8860145a07fffff,3,6,1,0,12,24.0,12.95242445,77.541078,1
8860145a07fffff,4,0,0,0,7,14.0,12.952002657142856,77.54068382857143,0
8860145a07fffff,4,2,0,0,11,22.0,12.952445136363638,77.54117248181818,1
8860145a07fffff,4,6,1,0,8,16.0,12.9524467375,77.54105787499999,0
8860145a07fffff,5,0,0,0,1,6.0,12.9515741,77.539759,0
8860145a07fffff,5,2,0,0,4,8.0,12.952449375,77.54118155,0
8860145a07fffff,5,4,0,0,8,16.0,12.9525269125,77.5411883875,0
8860145a07fffff,5,6,1,0,13,30.0,12.95228406153846,77.54089604615385,1
8860145a07fffff,6,0,0,0,1,6.0,12.9523178,77.5409651,0
8860145a07fffff,6,2,0,0,22,44.0,12.95242741818182,77.54114739545454,1
8860145a07fffff,6,6,1,0,11,26.0,12.952230372727273,77.54103354545454,1
8860145a07fffff,7,1,0,0,1,2.0,12.9518577,77.5402783,0
8860145a07fffff,7,4,0,0,7,22.0,12.95038777142857,77.53818821428571,1
8860145a07fffff,7,6,1,0,2,4.0,12.952270200000001,77.54090855,0
8860145a07fffff,8,0,0,1,1,6.0,12.9511136,77.5394259,0
8860145a07fffff,8,4,0,1,2,4.0,12.9522889,77.54101125,0
8860145a07fffff,8,6,1,1,5,10.0,12.952237980000001,77.54081086,0
8860145a07fffff,9,2,0,1,1,6.0,12.9489379,77.536288,0
8860145a07fffff,9,3,0,1,3,14.0,12.951873966666668,77.54040496666666,0
8860145a07fffff,9,6,1,1,1,2.0,12.9524134,77.5408226,0
8860145a07fffff,10,2,0,1,1,2.0,12.948816,77.5360233,0
8860145a07fffff,10,5,1,1,2,12.0,12.94908575,77.53636165,0
8860145a07fffff,10,6,1,1,2,4.0,12.95240065,77.54116705,0
8860145a07fffff,11,0,0,1,1,2.0,12.9524357,77.5413989,0
8860145a07fffff,11,2,0,1,4,8.0,12.952185475,77.540802825,0
8860145a07fffff,11,3,0,1,3,14.0,12.951657566666666,77.53936283333333,0
8860145a07fffff,11,4,0,1,2,4.0,12.9521426,77.5408473,0
8860145a07fffff,11,6,1,1,1,2.0,12.9518989,77.5402305,0
8860145a07fffff,12,0,0,1,6,12.0,12.9522253,77.54082273333334,0
8860145a07fffff,12,1,0,1,2,10.0,12.95129715,77.53959259999999,0
8860145a07fffff,12,2,0,1,2,12.0,12.952288,77.5409761,0
8860145a07fffff,12,4,0,1,5,18.0,12.951110120000001,77.53925672,0
8860145a07fffff,12,5,1,1,1,2.0,12.9512319,77.5396777,0
8860145a07fffff,12,6,1,1,4,12.0,12.952283625,77.540900025,0
8860145a07fffff,13,0,0,0,2,4.0,12.952394850000001,77.5411449,0
8860145a07fffff,13,2,0,0,2,4.0,12.9522064,77.54088965,0
8860145a07fffff,13,4,0,0,8,36.0,12.951718662500001,77.5401155,1
8860145a07fffff,13,5,1,0,1,6.0,12.9521019,77.5369871,0
8860145a07fffff,13,6,1,0,2,12.0,12.9516002,77.54025935,0
8860145a07fffff,14,3,0,0,1,2.0,12.9525021,77.5412272,0
8860145a07fffff,14,6,1,0,1,2.0,12.951779,77.5403701,0
8860145a07fffff,15,6,1,0,1,2.0,12.9521702,77.5407139,0
8860145a07fffff,16,3,0,1,1,2.0,12.9520205,77.5409869,0
8860145a09fffff,2,6,1,0,1,2.0,12.929715,77.54646,0
8860145a09fffff,11,1,0,1,1,2.0,12.9311288,77.5438062,0
8860145a0bfffff,2,1,0,0,14,28.0,12.934952928571429,77.53645955714286,1
8860145a0bfffff,2,2,0,0,17,34.0,12.934956882352942,77.53645038235294,1
8860145a0bfffff,2,3,0,0,22,44.0,12.934944236363636,77.53655244090909,1
8860145a0bfffff,2,4,0,0,24,48.0,12.934931454166666,77.53650265416667,1
8860145a0bfffff,2,6,1,0,2,4.0,12.93496595,77.53647335,0
8860145a0bfffff,3,1,0,0,12,24.0,12.934961366666668,77.536521025,1
8860145a0bfffff,3,2,0,0,10,20.0,12.93500798,77.53651644,1
8860145a0bfffff,3,3,0,0,23,46.0,12.934946860869564,77.5364847347826,1
8860145a0bfffff,3,5,1,0,1,2.0,12.9344658,77.5378625,0
8860145a0bfffff,4,1,0,0,11,22.0,12.934990545454546,77.53643121818182,1
8860145a0bfffff,4,2,0,0,10,20.0,12.93499051,77.53650024,1
8860145a0bfffff,4,5,1,0,12,24.0,12.934957558333332,77.53658814166667,1
8860145a0bfffff,4,6,1,0,2,4.0,12.93493395,77.53653455,0
8860145a0bfffff,5,2,0,0,1,2.0,12.9354652,77.5358146,0
8860145a0bfffff,5,4,0,0,1,2.0,12.9357227,77.5359894,0
8860145a0bfffff,6,0,0,0,2,4.0,12.9356799,77.53606015,0
8860145a0bfffff,7,4,0,0,3,6.0,12.9349682,77.53639673333333,0
8860145a0bfffff,7,6,1,0,1,2.0,12.9343408,77.5377637,0
8860145a0bfffff,11,1,0,1,7,14.0,12.935037142857142,77.53650224285714,0
8860145a0dfffff,3,3,0,0,3,6.0,12.938876233333332,77.54780226666666,0
8860145a0dfffff,3,4,0,0,1,2.0,12.9395316,77.5489054,0
8860145a0dfffff,5,0,0,0,1,2.0,12.9384442,77.5542464,0
8860145a0dfffff,5,4,0,0,1,2.0,12.938531,77.5533553,0
8860145a0dfffff,6,1,0,0,1,2.0,12.9384429,77.5543581,0
8860145a0dfffff,11,3,0,1,1,4.0,12.9422859,77.5485582,0
8860145a0dfffff,12,1,0,1,3,14.0,12.9423399,77.54843526666667,0
8860145a0dfffff,12,2,0,1,1,2.0,12.9422408,77.5483128,0
8860145a0dfffff,12,5,1,1,1,7.0,12.9421983,77.5485073,0
8860145a11fffff,0,4,0,0,2,12.0,12.9373221,77.52102525000001,0
8860145a11fffff,3,1,0,0,1,2.0,12.9375583,77.520895,0
8860145a11fffff,4,4,0,0,1,6.0,12.9362346,77.5181595,0
8860145a11fffff,5,2,0,0,1,2.0,12.9364504,77.519781,0
8860145a11fffff,7,2,0,0,9,18.0,12.9358076,77.5181239,0
8860145a11fffff,7,4,0,0,1,6.0,12.9363928,77.5195729,0
8860145a11fffff,8,1,0,1,3,6.0,12.9356806,77.51815063333333,0
8860145a11fffff,8,5,1,1,1,2.0,12.9361874,77.5181481,0
8860145a11fffff,10,0,0,1,1,2.0,12.9361768,77.5181586,0
8860145a11fffff,10,4,0,1,16,32.0,12.9359333,77.5183517,1
8860145a11fffff,11,2,0,1,1,2.0,12.936173,77.5182636,0
8860145a11fffff,11,3,0,1,9,18.0,12.935496777777779,77.51818974444444,0
8860145a11fffff,11,4,0,1,1,2.0,12.9377648,77.5209835,0
8860145a11fffff,11,6,1,1,1,2.0,12.9365059,77.5197909,0
8860145a11fffff,12,1,0,1,1,2.0,12.9385579,77.5222857,0
8860145a11fffff,13,3,0,0,1,2.0,12.9378339,77.5211166,0
8860145a11fffff,14,3,0,0,1,2.0,12.9356621,77.5181367,0
8860145a13fffff,0,3,0,0,1,2.0,12.9321323,77.5157557,0
8860145a13fffff,1,0,0,0,1,2.0,12.9320807,77.5156745,0
8860145a13fffff,1,2,0,0,2,4.0,12.9321809,77.5157628,0
8860145a13fffff,1,3,0,0,1,2.0,12.9364913,77.5171498,0
8860145a13fffff,3,0,0,0,1,2.0,12.9325058,77.5161055,0
